Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Engagement Score
8,0.5097374299864006,0.3782957271670144,Direct,1.410717462086181,1,0.9002918060377241,29.843114376433046
6,2.300548331722337,0.2989155713999021,Organic,1.4511579982676948,3,0.9899460035355084,29.138452388174986
2,0.7857387890789805,0.2281477022743608,Direct,2.682372421623136,1,1.0,23.524349650538475
8,4.084650888027324,0.1316224178036897,Paid,1.841087133474648,4,1.0,111.91112834551124
7,2.2527002287576274,0.5842600215963816,Organic,9.13028532789846,2,1.0,109.39964661771928
6,1.589145553524472,0.6709302615292949,Organic,1.834258587268012,1,1.0,16.413420973325014
5,0.9391928625744989,0.1193121587417355,Organic,2.0654248898696914,0,0.8513759852955756,86.56550748773788
3,19.932671644454164,0.2504335785475571,Paid,0.1883091063595018,2,1.0,2.265797015539696
5,0.2232349684113499,0.668761499542735,Organic,2.605130186347594,0,0.9253040675326244,19.487273946906704
3,0.133613797008978,0.1885022096221665,Paid,5.557134103755436,2,1.0,88.45141585757767
3,0.7348541198995853,0.3527275866457332,Direct,5.21866899447552,1,1.0,44.39554730665533
7,10.62888344703717,0.335824663025377,Referral,5.404504098887586,0,1.0,112.66262161330397
4,11.623916980085916,0.3189075701299525,Social,4.93517043826098,1,1.0,61.91095062653964
4,3.192004258370389,0.571462120666653,Organic,10.283723826334375,1,1.0,71.99184064649918
6,6.363458474660382,0.2764307475143691,Paid,3.99512568618681,2,1.0,86.72522373203017
6,0.7222493977213835,0.2339367907638836,Organic,2.026807168101892,2,1.0,51.9934565948436
3,10.731165790327411,0.2927840596995822,Social,2.152462892897565,0,1.0,22.0651237841242
4,0.4621990256398852,0.2339065019873119,Organic,2.5192943555469047,1,1.0,43.092074831482236
6,0.3198345207357684,0.4014360576913124,Paid,1.6784727296903073,4,1.0,25.097024907677568
6,0.3570653527256491,0.0968991597781652,Paid,4.289220611787676,1,1.0,265.5987185156494
6,2.5538126902704508,0.1713651506078364,Paid,5.799863509264837,0,1.0,203.08034967235443
6,4.555699992895642,0.2520823711972731,Social,2.2618347867320323,2,1.0,53.8456119705486
3,1.370277628999542,0.3612378623906861,Organic,7.039498417755588,3,1.0,58.47146667324335
5,11.435988416391684,0.1880242808593828,Organic,1.0911494516953455,5,1.0,29.026184683918043
2,1.7097113097313883,0.3823096672934226,Social,0.428272649239218,3,1.0,2.250448965212898
5,0.4891403267280808,0.2171611027519536,Paid,2.1942525874331005,2,1.0,50.531307905205885
3,1.881891517938734,0.6925246874236849,Paid,0.4945827690986952,4,1.0,2.15252045340924
3,3.409289828062108,0.3149832021188996,Organic,1.5270545250011271,0,0.7304071092819394,14.554152018856193
5,5.355408405115589,0.5915975371249916,Social,3.645431127751162,0,1.0,30.820060040707727
11,1.8417233769120311,0.3488735400555991,Direct,0.708657769341896,0,1.0,22.354014571923535
7,2.7013025377192537,0.1142665936244434,Referral,3.41478212590535,1,1.0,209.2004039766888
7,0.9332398905190636,0.1059476153861709,Social,1.882114875991712,0,1.0,124.36205911828064
4,3.1146677775921257,0.2407469834451064,Paid,4.90528805434571,4,1.0,81.51113424726142
1,12.800087853469265,0.4449601962415107,Organic,0.8538104515025091,2,1.0,1.9288468063311603
4,0.1508926527701776,0.1790937755682807,Organic,1.8821197343453988,4,1.0,42.04651921175402
5,6.528668115167047,0.0652537891513555,Referral,1.643101105474955,4,1.0,125.91081946534926
4,2.478544680553552,0.6054696532348073,Paid,3.656915549755851,0,1.0,24.1691995913801
4,0.8714526225525071,0.0976461442281868,Social,2.046011281918421,1,0.8324390450293286,83.82329536728658
7,9.29593469717386,0.2586434995268425,Referral,4.819333440830914,1,1.0,130.44178795342305
6,1.9811938353786664,0.2460130428997333,Direct,3.733268038881221,3,1.0,91.06049053198639
8,1.20901055345736,0.0492253812461713,Paid,3.096045273457712,1,1.0,503.1724247620867
4,0.6008369535657833,0.3646355484271209,Paid,2.567608101336269,3,1.0,28.17629494750924
3,0.8409367304635696,0.1613484919993124,Organic,9.548385899210404,2,1.0,177.54594931493557
0,5.366573796927632,0.0987474747508386,Paid,3.387571946905956,2,1.0,0.01
4,2.858942023066165,0.6778840304774143,Social,4.182923860959159,1,0.9376836414060136,24.692238689194348
1,7.334023096854362,0.4741981953561811,Organic,4.123284818639506,0,1.0,8.705277331332763
4,0.7917734062757695,0.2456533766590818,Direct,2.0634054030636304,1,0.7103410784372506,33.60864913930702
3,0.387384129464579,0.6226141161062048,Direct,0.4212503607009368,1,0.7143839706763839,2.0397501283880963
5,0.0183184066037792,0.0911719121946397,Paid,9.033040065123693,1,1.0,495.39502855130286
6,2.126988571344412,0.2144379099068057,Organic,2.2998286375864265,7,1.0,64.35949786404638
6,19.14363616674827,0.2966931452587947,Organic,4.029733719517904,2,1.0,81.50295898298386
4,3.561988908395875,0.4255518257439662,Organic,9.397374058711495,3,1.0,88.34118309181395
4,1.1062191168129187,0.3182140305446056,Organic,2.125564078972852,4,0.9119394275092132,26.728672025052667
5,6.283265557650805,0.2082926616312743,Paid,2.702707577204844,2,1.0,64.88764753780082
1,4.565961053473921,0.0666250575092864,Organic,7.329865600830677,1,1.0,110.02664951372114
9,0.0466056451914906,0.2677183101965148,Referral,1.9500596128480725,0,1.0,65.56598122052218
7,5.092521045617595,0.1379065758315013,Organic,1.1852224842865209,2,1.0,60.17070908861262
5,1.0722832126724082,0.0973960609312703,Organic,0.6628541922626268,2,1.0,34.03879879969604
4,0.4864045318639831,0.2985284239173358,Paid,15.277744182600282,2,1.0,204.7173974681992
5,0.7698328148770361,0.2614264534575827,Direct,8.675913615553357,6,1.0,165.9441183879284
4,1.89660672544627,0.1754444920616157,Referral,0.2189271916390193,1,1.0,5.00137223554747
1,1.6594667175130051,0.5603909610116199,Paid,5.42036866017228,4,1.0,9.68247696213267
3,1.0227730551542933,0.315658744979966,Social,9.181610397588848,2,1.0,87.27142275739816
7,0.5670175005843128,0.0853661356202193,Referral,3.098959491072863,0,1.0,254.1238389351203
6,4.309364340470951,0.2116302088178915,Social,2.375374489354171,4,1.0,67.35504972486765
10,13.848627799622406,0.5901712743731661,Organic,2.5160020909499887,2,1.0,42.641727435773454
4,4.512418531781712,0.4428854225811574,Social,8.286734015263805,2,1.0,74.8531408463916
5,1.052662176823812,0.7290190637993533,Organic,1.5695427843802006,3,0.807464481938521,10.774758168328113
6,0.8423535914937317,0.3050694681212426,Direct,1.5979717733482457,1,1.0,31.43835203776938
6,0.7364200836963657,0.3239916578141213,Organic,1.579078849879679,0,0.9064559506368378,29.252953856280207
8,0.4409619549347823,0.2000359885642038,Direct,0.1266786251737865,0,0.7416358836825964,5.0762333746260895
4,2.404406559638673,0.3816022206636502,Direct,2.454699278382888,4,1.0,25.74045066785915
3,2.789650884007928,0.1381603172640159,Organic,7.519666599475824,3,1.0,163.29132596365284
3,3.6674559313233335,0.0622177295668734,Direct,4.517620226187543,1,1.0,217.8395603666416
9,3.4203038692665224,0.3848006424560447,Organic,4.9731416435114655,0,1.0,116.32548873184608
7,1.037346224364969,0.5297099546730135,Organic,4.086094249348685,0,1.0,54.00683259321987
2,1.202825584574425,0.1286793617121012,Paid,2.7626756014118965,1,1.0,42.94890744644702
2,3.4325353265787646,0.1689423735077224,Direct,2.868581360105797,0,1.0,33.96928801692458
4,1.2898004806324557,0.3153849818260031,Paid,4.169699528625482,2,1.0,52.89393257642041
6,0.7171450553448443,0.6085978594537127,Paid,2.168847911156906,1,1.0,21.392078929134247
9,1.4068261165411695,0.0356456637678622,Referral,1.4673986877725482,3,1.0,370.5063463707435
11,0.9527095156092606,0.0875565378383218,Direct,2.3481537757221056,3,1.0,295.01585759385756
4,0.2773747313493255,0.3633124823886542,Social,1.0070768249015714,0,0.8524364954736199,11.097720612079042
7,5.318322744398779,0.326318155170276,Organic,1.6770291656278136,3,1.0,35.984719681989695
7,5.754242186424476,0.0270534114157759,Organic,6.638585688344944,2,1.0,1717.7268196731031
3,0.744423847612055,0.3374209882232638,Organic,2.718704156046168,2,1.0,24.181918027641455
7,0.2008954274899525,0.2242165482639808,Referral,4.06143472853417,2,1.0,126.80725613413311
5,4.027721791665359,0.139117050170579,Organic,4.541280780616437,5,1.0,163.22797993301774
2,0.7129775323206926,0.0883198117422348,Organic,3.3155983868544743,4,1.0,75.09164524922657
9,1.4998325728202804,0.1966321472929779,Social,5.935198756536383,2,1.0,271.6684726567498
6,0.1988529395979812,0.3118584523735584,Organic,1.9384007272537276,5,1.0,37.30385647560045
3,0.7695953003540608,0.2876526644100095,Paid,4.189476220984078,1,1.0,43.70307229860266
6,4.723693535249781,0.4394393456785082,Organic,1.3150525171759306,1,1.0,17.96541337080932
3,4.894996069473592,0.1555360239276425,Organic,0.2298597535260683,2,1.0,4.443566212924452
2,0.696117090420564,0.2793581155568478,Organic,1.8465073703716204,2,1.0,13.229643658398508
8,1.2280301597320016,0.594753889789904,Paid,2.860158279596624,0,0.8575224982148784,38.48182276496883
4,0.4324371571693925,0.0777197537654494,Social,1.3983576176714627,2,0.3436645887208477,71.97922532161226
5,0.2312024625271759,0.2592730958012745,Organic,9.031336936623749,1,1.0,174.17648859598629
4,14.550035255648528,0.2393978285026633,Organic,2.962171481198524,2,1.0,49.50370676794705
3,3.197801830243491,0.245629466751185,Social,5.103537225584193,0,1.0,62.34214556566925
4,2.3432905075376818,0.149166535042693,Social,7.753619465154563,3,1.0,207.9284708000463
3,4.35087988876836,0.228274051183957,Social,3.3552759972636825,3,1.0,44.10536668571846
11,5.499191484346722,0.5400853840631544,Direct,1.9436767160311132,2,1.0,39.59715511886939
6,4.93076488589113,0.4069598520242714,Social,1.177187518886825,0,1.0,17.365827800182366
5,0.0500332592427265,0.5904955134372997,Paid,0.6826619869544746,1,0.8676162191219863,5.790416374213158
5,0.6203637292718378,0.4428815420043864,Social,5.447255671204466,3,1.0,61.507885490456
5,3.191809239001061,0.2452956032122946,Paid,5.882262925825138,1,1.0,119.91151573842622
3,1.4136579731701806,0.2642058384641418,Organic,7.975180224437925,4,1.0,90.56644194842791
6,12.133690563589752,0.5442898020526039,Organic,7.0440213198107005,1,1.0,77.66004554463343
4,3.2845014420525382,0.1340960959365186,Organic,9.701280769698345,1,1.0,289.392944430864
5,9.408357936098298,0.2012107282439632,Organic,5.913383230339378,2,1.0,146.9550282782522
3,0.6748598698830647,0.3253536887747457,Organic,3.785419929918918,2,1.0,34.91435234505397
7,5.984353420234602,0.2165087424575855,Organic,2.255782293121435,2,1.0,72.94227918934236
3,1.1629594376820385,0.2823162474382105,Social,3.0343585567347726,3,0.8978965380511807,32.254250030975186
6,13.68771408538348,0.1865551154000014,Direct,3.320067856128639,3,1.0,106.7902782789396
7,0.5148167548444545,0.2348386120232133,Paid,8.782333223982176,2,1.0,261.79119534192455
1,2.1791181716836228,0.095631588498239,Social,7.198770264251627,2,1.0,75.2860711946575
6,4.722857170032801,0.2168569879349193,Organic,1.6207156784526642,1,1.0,44.85196780245943
4,1.7002968848786597,0.2765028001181422,Direct,4.216836408559773,1,1.0,61.01244057937977
2,1.893809429989704,0.2186002910215268,Paid,5.191202248444406,1,1.0,47.504925319501965
2,12.883321280056784,0.1368309567216419,Organic,4.800778579200129,0,1.0,70.18094222276696
5,1.6617638862150348,0.2439664512619045,Organic,2.4324191236281307,2,1.0,49.86150849730695
5,2.7795694695740187,0.1557763936790235,Organic,3.195103579537144,3,1.0,102.56416446861132
3,0.168250015613305,0.117039081001846,Organic,6.408842254695235,3,1.0,164.28441671199087
5,5.539472256810594,0.3753541366560025,Organic,2.556478473615184,4,1.0,34.06422005456806
11,3.1338048877652263,0.0791367361157516,Organic,1.3894619294308612,4,1.0,193.14509722442654
2,1.5526450263637124,0.2049433720840506,Organic,5.118529117110144,1,1.0,49.96066749473559
6,0.0489050804292396,0.2880399236498382,Organic,3.020125557458545,6,1.0,62.92056154694772
5,2.6870301588245957,0.3453302338960554,Direct,6.903995902798825,3,1.0,99.97222782041338
3,0.0382158638805659,0.6832384179497308,Organic,3.4126659349405104,1,0.7055226551298541,14.994517169780682
4,0.0036130165019513,0.3439292083464597,Organic,0.1029082691759234,2,0.6506996335718584,1.2068540813463913
10,2.872108294812953,0.0772371509194351,Referral,4.04441424077956,4,1.0,523.6458659834859
1,0.6285248096709966,0.3694480893719383,Social,4.3936434373139805,2,1.0,11.90245137194558
8,0.639162177010426,0.4521965432256651,Organic,7.167126058193378,2,1.0,126.8066536332708
3,3.1776402477111727,0.2692673529484156,Social,1.746011433545045,1,1.0,19.46291266572002
5,0.1655779915044075,0.2257580255503191,Organic,2.236010886138469,0,0.8335702796857646,49.53229008665045
4,1.128034494037654,0.2779884294795139,Organic,1.7971743787890324,1,1.0,25.869700450899142
11,0.4855524069698934,0.3556309879235232,Organic,6.830538606624863,1,1.0,211.28496541170682
3,2.603761751958596,0.4174029017923686,Referral,1.2287548131891108,5,1.0,8.841429833712594
4,3.2520444488038933,0.261752995237245,Organic,5.24566006801082,1,1.0,80.17198726981233
3,3.831091638637286,0.390195531658329,Referral,1.6527637056315412,2,1.0,12.717196045587484
3,0.8840444011608877,0.0696177836821508,Organic,3.2206126405504945,1,0.9191220546919278,138.7940492849339
8,0.2804597111742742,0.17383438681653,Referral,0.7430513737262472,4,1.0,34.20582913755658
1,0.2458554716914684,0.1860701101798191,Organic,4.989702829920985,2,1.0,26.826251278074224
5,1.666169817640769,0.0916689580156804,Paid,2.892379177669239,1,1.0,157.77219345563435
7,8.747682185376865,0.2819320580079922,Paid,5.634663642950316,1,1.0,139.9112435100023
3,0.7366622848046337,0.3333141108992758,Referral,4.91024155887482,1,1.0,44.20472262029716
7,0.8901345517719352,0.5198424886831704,Organic,2.3267342270143883,4,1.0,31.340912620009558
5,0.3190456845294206,0.2655245199479473,Social,1.7106093494117591,3,1.0,32.221890445129176
7,2.7909428659271134,0.3705530018402642,Referral,3.431751959792821,0,1.0,64.83814495969223
5,3.417111279491066,0.3640367960205916,Organic,2.082350950109772,0,1.0,28.610830642295635
7,3.0894804646142493,0.2228559989076974,Direct,10.71673502571524,0,1.0,336.6271229300285
5,5.92265635629848,0.3156678806224363,Referral,3.348669272751401,1,1.0,53.05101998195809
4,1.999082489140817,0.1349333470528611,Paid,7.49937805590237,1,1.0,222.32355612825447
5,0.4331948113061926,0.4832251209799644,Organic,4.096955476406814,3,1.0,42.40178902887255
11,1.0249584469917183,0.5272330828810553,Paid,2.849958506212204,3,1.0,59.47050160021304
7,3.2579469120986126,0.3418123428694055,Organic,1.6154572936524143,2,1.0,33.09306821409128
6,2.848937439774096,0.3571396908813588,Paid,4.35157340532421,4,1.0,73.11708134263009
3,2.2714775513521697,0.1203473058188119,Paid,1.3817555645943769,1,1.0,34.45420018861087
0,3.446223802558387,0.4416641207214477,Referral,3.6993651458585584,2,1.0,0.01
10,3.043289242773477,0.2206477802013589,Organic,4.443160262733929,0,1.0,201.3789083424808
5,6.3940970494064135,0.3816198897809455,Social,2.756716975366349,1,1.0,36.128622865133394
5,2.6457865951968778,0.2304454190745533,Organic,5.639556969886389,1,1.0,122.37209755295439
3,4.52337118675594,0.2861900588251376,Paid,2.160461191672482,2,1.0,22.657130377710214
4,0.8578792932941699,0.2670195288088587,Social,6.1964736226295205,2,1.0,92.83427619090226
2,3.4013127814409323,0.1146331198948123,Referral,7.454386411923568,3,1.0,130.06641683247798
2,6.9743116935396365,0.568850569677509,Organic,4.258929191120856,2,1.0,14.983806543026985
7,1.461973493360584,0.2697323004990163,Organic,5.5605232141344505,1,1.0,144.31478821754277
3,4.530192373640143,0.4083479036832517,Organic,4.846905857973225,2,1.0,35.61864998390846
1,3.870654891625632,0.3242820099808756,Paid,4.233456594303714,2,1.0,13.064861090053626
3,0.1841144544765073,0.0921936800478581,Organic,4.225225030189277,2,1.0,137.49963143664334
7,2.6132947349468547,0.0638982734274325,Referral,1.2281586148949573,2,1.0,134.55370271879414
5,0.418439201342019,0.0373369035429517,Paid,6.582763687438805,1,1.0,881.5458348967144
5,10.262900039309546,0.1555971943377716,Organic,3.173374520837555,0,1.0,101.98402769193797
4,5.004500071786718,0.1968875133823541,Organic,3.451759403480348,0,1.0,70.13652746092754
5,0.3486705861681433,0.2015935228040229,Organic,3.0407844951682623,2,1.0,75.42870524591036
5,0.389478787248825,0.4247626822087775,Organic,1.6757687363673446,3,1.0,19.73594117323704
3,2.707709794002205,0.2073449463506079,Paid,2.7656822614507868,2,1.0,40.02566920431497
3,1.268852573771844,0.0331324301402708,Paid,7.756455818462473,2,1.0,702.3239370361088
6,0.1065888811101379,0.1859838275408097,Social,1.8286699412162477,5,1.0,59.004482436328715
6,2.340311001166423,0.037686626876772,Organic,0.2255832151814558,2,1.0,35.92457774967274
4,1.472309770221044,0.4129601366253074,Direct,0.6701252718954297,2,0.5628783571671458,6.50094391891348
9,0.3196720025843135,0.6754313090337782,Organic,2.458751805759717,2,1.0,32.77242299678589
6,4.857258809335712,0.2935369658814276,Organic,0.5661324772113467,3,1.0,11.58194921964341
5,7.398022654435072,0.393245576265178,Referral,1.7582114807413474,2,1.0,22.365133622097378
5,4.239072530574339,0.1794876359124095,Social,6.936113613500307,2,1.0,193.22981645814178
4,5.18504122732762,0.2476432613493844,Organic,9.170584490804552,4,1.0,148.13572635063704
10,0.7319165340964041,0.1864129688823687,Referral,0.7870498841479842,2,1.0,42.23076869794572
6,0.917835296373848,0.624656972520562,Social,2.980979880807161,1,1.0,28.64312197200234
2,0.7015805860141602,0.337603562709081,Social,2.608252823560937,3,1.0,15.461571675554355
4,4.345319165932967,0.0287929683193823,Organic,5.790953604914294,1,1.0,804.5055338649194
3,8.864754583822222,0.2185211166175287,Social,2.0147432917832275,2,1.0,27.66970615978833
2,3.7851999165112513,0.2476224459368273,Social,5.702744841634412,1,1.0,46.069999286892426
5,6.39768567773557,0.3445137807943357,Referral,9.24603130389294,2,1.0,134.19957120633356
6,3.0541324069941216,0.2676906446227921,Social,13.689439890022056,1,1.0,306.84417963998186
5,1.471402298348164,0.2413342596032923,Direct,0.4743160417645521,3,1.0,9.836952098393274
10,1.664131991635062,0.3324456101653984,Paid,3.9128954916570087,2,1.0,117.71032065426475
5,0.234927288284569,0.3491580242540016,Organic,3.5074852884322527,2,0.8848068823104553,50.23776285789534
5,0.0958878004607623,0.343395616152479,Paid,6.925161643582835,2,1.0,100.84357675288194
4,3.567012232307317,0.3359683682393812,Organic,7.862577090155547,1,1.0,93.62092094900284
4,1.7310506204483256,0.0951944025834899,Organic,3.316048891015241,3,1.0,139.3479779071322
3,2.410326673368135,0.4063735901569503,Paid,9.927656398409026,2,1.0,73.29962786121078
6,2.4470378470532093,0.2472113025781624,Organic,2.967770557067128,2,1.0,72.03997256475655
4,0.974597967318705,0.3568658269877995,Referral,1.573682889645753,2,1.0,17.64893060794027
2,1.938175451078997,0.2658512328764058,Social,5.735960728814948,0,1.0,43.16165791600144
9,1.9089410479486952,0.3252518548296949,Paid,1.1577660659037785,2,1.0,32.046387920339356
5,1.4751639424157277,0.3932570324596753,Direct,5.517503513808257,3,1.0,70.16136486305587
9,5.1556728449863805,0.0909793337107155,Organic,5.696601766644912,2,1.0,563.5381531388674
5,1.7998668413195869,0.1889284250099668,Social,6.916473761490087,4,1.0,183.05481607585554
5,2.776331414998081,0.1642863153350331,Social,2.973164094884842,2,1.0,90.49727183458938
1,6.7762822969344665,0.0512001194772509,Organic,6.47996611116226,2,1.0,126.5715427722082
5,6.034981364361935,0.3195416615462995,Organic,0.3839075501831925,4,1.0,6.017159572329613
8,6.633361542654452,0.0832936121284505,Organic,4.716308439375521,1,1.0,452.99152584400423
6,0.9441527680072368,0.579476039583109,Social,3.82498286914969,2,1.0,39.614566275784114
2,0.1068270929303397,0.6208996638707637,Social,7.575048449123924,1,1.0,24.410233692832605
5,0.9076432632003524,0.1125292644168937,Organic,13.61465526311444,2,1.0,604.9484279575238
5,0.9801309701634568,0.2955270940034283,Paid,10.782517223846042,3,1.0,182.43857326172872
4,7.202589800739837,0.33616327214139,Organic,0.8175141664774211,2,1.0,9.737584590306763
6,3.142982523875423,0.3349777178028925,Paid,3.530392639181119,2,1.0,63.24511896260166
5,0.2557063687650984,0.3307137663217387,Direct,2.121120392580613,2,1.0,32.07882519848079
6,0.4363906533340707,0.6032646104536045,Organic,1.4284737105200571,2,0.7996957088853842,14.21743420814257
5,0.5076573614552399,0.3431515583052584,Direct,4.634242625725892,2,1.0,67.53472068920921
4,2.9861783501828336,0.1690976848225153,Social,1.841314495022296,0,1.0,43.566231936704206
7,3.988767105472297,0.333913788897978,Direct,4.039988250061184,4,1.0,84.70227294793976
5,5.8907177688681935,0.2558546012211838,Organic,2.6843616543722644,0,1.0,52.4687332328579
7,8.472229726341876,0.1104118270518409,Organic,4.705387302180784,2,1.0,298.3268741497274
6,0.6758295636332056,0.1098079253418398,Organic,2.084484107886397,1,0.985842255557492,113.90801426794569
4,1.1122020103697632,0.252441043778289,Referral,6.742278267268566,0,1.0,106.8433130992771
8,0.8245853371753671,0.4092603975781829,Referral,2.8536156870424603,1,1.0,55.7909297733934
4,1.3330617647802283,0.2636784310112573,Organic,1.813395948504584,3,1.0,27.519204170395934
3,7.383515552879057,0.5311580804012489,Social,3.2482304839120326,1,1.0,18.356122955288072
5,2.5677930255808645,0.4514916276840939,Organic,5.111094378605321,1,1.0,56.612316246952915
10,4.020430428351154,0.3024359623163166,Organic,2.03203946294664,4,1.0,67.19908185995877
6,2.0207351307762327,0.456166019702349,Paid,3.4182350002156525,1,1.0,44.970407210244254
4,0.0878474734655312,0.3379518050280474,Organic,3.0856235622004995,3,1.0,36.531462720927514
3,0.1990460306371376,0.3911684955479673,Organic,1.4103474653974752,3,1.0,10.826419124616317
3,2.316071408367624,0.017976743421496,Organic,6.54020733300812,3,1.0,1091.4547371798535
5,3.8059503767009946,0.125009974042444,Social,7.754137658358261,3,1.0,310.1507594775413
2,0.7274781121339704,0.3448001508091992,Social,5.104160426784452,1,1.0,29.616486045935186
6,3.839426834317345,0.1714311244708553,Paid,8.802778389010902,1,1.0,308.1026552695201
2,4.9927242942706895,0.2827268904148389,Referral,2.4861643360342534,0,1.0,17.597038377469932
5,1.592561969264463,0.3484302373990572,Paid,2.6609004634403224,1,1.0,38.19412092049279
2,4.116218695756936,0.4268730419937465,Organic,5.0010455920028125,1,1.0,23.441067788422565
6,1.5526945962252972,0.0197994884041227,Referral,1.8448901920669585,1,1.0,559.0820793622559
3,3.402879714250271,0.472950623054485,Referral,0.6003820536315855,4,1.0,3.818317555989899
5,4.331732913454186,0.2978066000685604,Referral,7.516459463561049,0,1.0,126.20699264271892
2,14.457548518893848,0.139911844654334,Referral,1.9925820766737496,2,1.0,28.493393691172038
6,1.271177453183789,0.2606681935989561,Referral,7.347503766487548,6,1.0,169.1331369284397
6,1.58819500408896,0.4146561285519516,Organic,5.570132212931676,3,1.0,80.60881664911368
7,0.5431992483146756,0.1190702129908198,Social,4.969958642186269,0,0.9877466601027014,292.18811593220323
6,0.6847436377853675,0.450683956223077,Organic,6.241210159947087,2,1.0,83.09984698169973
6,3.5465850397771512,0.5183477591272448,Social,2.3941152724269257,2,1.0,27.722460180685932
4,7.46839230319226,0.2527618276670299,Organic,7.389675230104218,2,1.0,116.95289914438884
4,1.5056221847528868,0.1262115654714545,Organic,9.96589233459603,3,1.0,315.85719823002376
7,0.5947837732001026,0.1761530668359324,Referral,7.295669483422335,0,1.0,289.9265328272272
5,1.0068357178439782,0.3259512878782334,Organic,1.4649215894320613,5,1.0,22.481480308728162
5,1.8211930800811331,0.2754522235689379,Social,4.260066702562681,5,1.0,77.33859527083301
8,1.0302200566326514,0.3456008789725796,Paid,1.1301112282547388,0,0.7207680611851063,26.169915602399918
4,0.7980712809611799,0.3402032784557136,Referral,5.644779150903597,2,1.0,66.37948563843325
2,3.995242268561338,0.3134811093794294,Organic,2.7052058399975065,1,1.0,17.269131469534234
3,0.0236275635626928,0.3794324025182743,Organic,0.6026939278754596,5,0.7027854341594622,4.775227670663413
4,2.3245722610651938,0.1801485321462059,Organic,2.478843579337014,5,1.0,55.0499950486462
6,4.736243237150505,0.5983548327933296,Referral,3.6030017440555793,3,1.0,36.13908140711932
9,0.9286719465739894,0.2593869755599726,Referral,1.9351141551411608,4,1.0,67.15302967090847
3,2.773660655012121,0.4964032212718601,Paid,7.460322505856357,1,1.0,45.09626567778035
5,3.3160054602662834,0.3669315928593799,Direct,2.1591737924204684,0,1.0,29.432020813126524
3,3.1928473448876646,0.1936037774466928,Referral,1.8686979663541377,3,1.0,28.966531597664748
2,1.7709576319449012,0.3213650748304505,Direct,0.5314646571651243,4,1.0,3.3175445889415363
4,1.2765962753800728,0.3005018157282731,Organic,6.371559823067758,1,1.0,84.82226388101697
9,5.422277966857733,0.2638350578455884,Organic,3.8902814832299866,2,1.0,132.716144645725
4,4.261986151157326,0.5729607213607305,Organic,6.933823216950603,3,1.0,48.41697072904678
5,1.162530089206963,0.1873291452020437,Organic,4.048998289568758,0,1.0,108.08176547999818
8,0.3261624469157587,0.4242854946896952,Paid,8.666665971547358,1,1.0,163.4219682151434
8,0.2235485439723026,0.4103349990613711,Paid,5.410699553858155,1,1.0,105.4984339134603
5,0.297061892130309,0.2714816504133973,Paid,4.97189432427718,1,1.0,91.57962020649009
3,2.623067471198906,0.07999906074457,Referral,3.5301546279732583,3,1.0,132.39235280954358
9,0.1591334567867066,0.3837779664036621,Direct,0.4473552904569643,4,1.0,10.500955621662442
2,1.2326100021190252,0.2198058552698401,Social,2.0556788897286267,2,1.0,18.714496176455494
8,4.19752733744602,0.0992273009261653,Organic,1.6998411911116889,1,1.0,137.05625039647384
7,1.0458999505010336,0.3347419243804673,Organic,3.471933996736508,4,1.0,72.61380671508653
6,4.322987661505055,0.0986640555850519,Organic,2.438211663521108,5,1.0,148.28355204870635
9,4.104974806476552,0.3336708620940493,Organic,6.78220662618648,2,1.0,182.94434210168905
3,0.8464010105614749,0.4087100513983619,Paid,6.241495327696201,1,1.0,45.823617548735555
6,3.914941533789663,0.2145747566827016,Paid,2.867495380016611,2,1.0,80.19171636816161
7,4.1323206839675874,0.5213065150486286,Organic,3.8903005596413287,1,1.0,52.24818066986758
7,1.5197734338576248,0.228091474276097,Referral,1.9623392288955688,1,1.0,60.233095343062075
5,0.7087641993637348,0.6406057950380312,Referral,5.4425286177830925,0,1.0,42.489545610885266
5,2.209860600907432,0.1840045279641104,Organic,5.020236738721375,2,1.0,136.42611959952853
1,7.630058678992231,0.4657345381239367,Organic,10.436538586707814,2,1.0,22.41877094653123
7,3.061761545153093,0.342926716371232,Social,3.354205345907566,1,1.0,68.47779880496545
4,0.5695706198025619,0.1671849495359755,Paid,8.308488578131598,2,1.0,198.7955629634591
7,3.444260999991245,0.2569404360600969,Organic,1.2811647238702892,2,1.0,34.913626710567364
5,1.6716718452262076,0.0264420309161427,Organic,3.8428290364409703,4,1.0,726.6616419687995
5,2.6860015875869534,0.2010027978549476,Organic,2.8121368672005618,2,1.0,69.9626796942877
3,3.973499197052692,0.2825434354848789,Organic,4.080773263041028,6,1.0,43.338983269824595
5,2.1704935210731087,0.1926559624230055,Social,4.54166267702213,2,1.0,117.87976691253962
5,5.045767352316969,0.0917691113281429,Organic,0.9334650593885296,0,0.9106572009740136,50.86943657287347
4,3.842081879330389,0.2970668871105968,Organic,6.793931683190681,1,1.0,91.49016124276184
3,2.864107369185383,0.1891425243385493,Organic,6.787871828445139,3,1.0,107.67280907241276
3,0.4903562677937998,0.2964533699874834,Social,3.0891497960440377,0,1.0,31.271069450900143
5,5.4227357999133305,0.2868697606836943,Organic,3.2172057290070986,0,1.0,56.08432657488122
10,8.242194159979352,0.6311072784529376,Organic,4.53264512534869,2,1.0,71.83051736845395
